IDArtefact	txtCountry	refIDSite	txtSite	refIDFeature	txtType_of_Feature	txtFeature	refIDShape	txtIDShape	txtShape	txtPosition	dblWidth_in_cm	dblLength_in_cm	dblHeight_in_cm	dblInner_diameter_in_cm	dblDiameter_in_cm	txtCommentary	dblLatitude	dblLongitude
22814	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22815	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22816	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22817	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22818	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22819	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22820	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22821	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22822	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22823	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22824	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22825	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22826	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22827	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22828	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22829	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22830	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22831	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22832	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22833	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22834	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22835	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22836	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22837	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22838	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22839	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22840	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22841	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22842	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22843	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22844	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22845	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22846	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22847	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22848	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22849	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22850	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22851	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22852	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22853	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22854	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22855	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22856	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22857	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22858	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22859	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22860	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22861	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22862	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22863	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22864	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22865	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22866	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22867	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22868	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22869	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22870	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22871	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22872	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22873	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22874	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22875	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22876	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22877	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22878	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22879	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22880	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22881	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22882	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22883	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22884	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22885	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22886	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22887	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22888	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22889	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22890	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22891	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22892	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22893	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22894	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22895	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22896	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22897	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22898	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22899	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22900	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22901	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22902	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22903	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22904	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22905	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22906	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22907	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22908	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22909	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22910	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22911	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22912	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22913	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22914	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22915	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22916	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22917	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22918	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22919	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22920	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22921	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22922	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22923	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22924	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22925	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22926	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22927	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22928	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22929	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22930	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22931	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22932	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22933	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22934	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22935	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22936	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22937	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22938	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22939	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22940	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22941	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22942	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22943	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22944	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22945	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22946	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22947	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22948	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22949	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22950	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22951	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22952	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22953	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22954	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22955	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22956	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22957	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22958	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22959	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22960	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22961	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22962	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22963	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22964	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22965	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22966	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22967	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22968	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22969	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22970	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22971	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22972	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22973	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22974	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22975	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22976	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22977	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22978	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
