IDArtefact	txtCountry	refIDSite	txtSite	refIDFeature	txtType_of_Feature	txtFeature	refIDShape	txtIDShape	txtShape	txtPosition	dblWidth_in_cm	dblLength_in_cm	dblHeight_in_cm	dblInner_diameter_in_cm	dblDiameter_in_cm	txtCommentary	dblLatitude	dblLongitude
22580	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22581	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22582	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22583	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22584	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22585	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22586	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22587	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22588	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22589	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22590	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22591	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22592	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22593	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22594	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22595	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22596	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22597	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22598	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22599	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22600	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22601	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22602	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22603	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22604	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22605	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22606	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22607	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22608	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22609	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22610	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22611	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22612	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22613	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22614	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22615	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22616	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22617	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22618	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22619	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22620	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22621	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22622	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22623	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22624	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22625	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22626	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22627	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22628	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22629	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22630	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22631	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22632	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22633	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22634	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22635	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22636	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22637	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22638	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22639	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22640	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22641	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22642	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22643	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22644	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22645	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22646	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22647	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22648	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22649	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22650	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22651	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22652	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22653	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22654	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22655	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22656	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22657	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22658	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22659	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22660	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22661	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22662	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22663	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22664	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22665	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22666	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22667	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22668	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22669	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22670	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22671	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22672	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22673	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22674	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22675	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22676	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22677	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22678	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22679	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22680	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22681	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22682	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22683	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22684	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22685	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22686	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22687	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22688	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22689	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22690	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22691	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22692	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22693	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22694	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22695	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22696	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22697	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22698	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22699	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22700	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22701	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22702	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22703	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22704	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22705	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22706	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22707	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22708	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22709	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22710	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22711	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22712	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22713	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22714	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22715	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22716	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22717	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22718	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22719	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22720	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22721	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22722	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22723	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22724	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22725	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22726	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22727	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22728	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22729	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22730	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22731	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22732	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22733	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22734	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22735	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22736	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22737	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22738	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22739	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22740	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22741	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22742	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22743	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22744	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22745	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22746	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22747	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22748	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22749	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22750	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22751	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22752	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22753	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22754	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22755	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22756	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22757	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22758	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22759	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22760	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22761	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22762	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22763	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22764	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22765	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22766	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22767	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22768	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22769	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22770	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22771	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22772	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22773	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22774	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22775	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22776	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22777	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22778	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22779	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22780	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22781	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22782	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22783	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22784	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22785	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22786	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22787	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22788	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22789	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22790	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22791	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22792	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22793	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22794	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22795	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22796	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22797	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22798	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22799	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22800	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22801	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22802	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22803	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22804	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22805	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22806	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22807	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22808	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22809	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22810	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22811	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22812	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
22813	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
